Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       1/1           BlueprintLoader::insertWeaponData(Json::Value const&, std::tr1::shared_ptr<WeaponData const>&) [168]
                0.00    0.00      70/902         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [426]
                0.00    0.00      13/20          std::tr1::shared_ptr<ModuleData const>::shared_ptr() [1437]
                0.00    0.00       4/9           std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::get() const [1865]
                0.00    0.00       4/507         std::tr1::shared_ptr<ModuleData const>::~shared_ptr() <cycle 1> [583]
                0.00    0.00       3/4           ThrusterData::ThrusterData() [2227]
                0.00    0.00       3/3           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<ThrusterData>(ThrusterData*) [2464]
                0.00    0.00       2/9           BlueprintLoader::loadIOComp(Json::Value const&, IOComponentData const&) [1855]
                0.00    0.00       2/9           IOComponentData::operator=(IOComponentData&&) [1857]
                0.00    0.00       2/115         IOComponentData::~IOComponentData() [795]
                0.00    0.00       2/6           BlueprintLoader::loadFixComp(Json::Value const&, FixtureComponentData const&) [2081]
                0.00    0.00       2/9           ModuleData::operator=(ModuleData const&) [1854]
                0.00    0.00       2/2           PlatingData::PlatingData() [2500]
                0.00    0.00       2/2           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<PlatingData>(PlatingData*) [2583]
                0.00    0.00       2/2           RadarData::RadarData() [2524]
                0.00    0.00       2/2           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<RadarData>(RadarData*) [2584]
                0.00    0.00       2/2           ThrusterData::operator=(ThrusterData const&) [2502]
                0.00    0.00       1/1           ModuleData::ModuleData() [2651]
                0.00    0.00       1/4           BlueprintLoader::loadNWComp(Json::Value const&, NetworkComponentData const&) [2232]
                0.00    0.00       1/1           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<ModuleData>(ModuleData*) [2776]
                0.00    0.00       1/2           SensorData::SensorData() [2495]
                0.00    0.00       1/1           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<SensorData>(SensorData*) [2771]
                0.00    0.00       1/1           ShipModuleData::ShipModuleData() [2657]
                0.00    0.00       1/14          BlueprintLoader::loadQuad(Json::Value const&, QuadComponentData const&) [1642]
                0.00    0.00       1/14          QuadComponentData::operator=(QuadComponentData&&) [1643]
                0.00    0.00       1/87          QuadComponentData::~QuadComponentData() [932]
                0.00    0.00       1/1           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<ShipModuleData>(ShipModuleData*) [2775]
                0.00    0.00       1/2           TurretData::TurretData() [2496]
                0.00    0.00       1/1           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<TurretData>(TurretData*) [2772]
                0.00    0.00       1/2           CapacitorData::CapacitorData() [2503]
                0.00    0.00       1/1           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<CapacitorData>(CapacitorData*) [2774]
                0.00    0.00       1/2           ReactorData::ReactorData() [2501]
                0.00    0.00       1/1           void std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::reset<ReactorData>(ReactorData*) [2773]
-----------------------------------------------
                0.00    0.00      16/16          std::map<std::string, int, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::operator[](std::string const&) [61]
[123]    0.0    0.00    0.00      16         std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [123]
                0.00    0.00      16/16          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::string const&) [131]
                0.00    0.00      16/16          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::string const, int> >*) [153]
                0.00    0.00      16/1055        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [401]
                0.00    0.00      16/615         std::tuple<std::string const&>&& std::forward<std::tuple<std::string const&> >(std::remove_reference<std::tuple<std::string const&> >::type&) [468]
                0.00    0.00      16/1055        std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [400]
                0.00    0.00      16/16          std::_Rb_tree_node<std::pair<std::string const, int> >* std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [1571]
                0.00    0.00      16/377         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, int> > const*) [530]
-----------------------------------------------
                0.00    0.00      13/13          std::map<std::string, std::tr1::shared_ptr<sf::Texture>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::operator[](std::string const&) [100]
[124]    0.0    0.00    0.00      13         std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [124]
                0.00    0.00      13/13          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::string const&) [133]
                0.00    0.00      13/13          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >*) [151]
                0.00    0.00      13/1055        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [401]
                0.00    0.00      13/615         std::tuple<std::string const&>&& std::forward<std::tuple<std::string const&> >(std::remove_reference<std::tuple<std::string const&> >::type&) [468]
                0.00    0.00      13/1055        std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [400]
                0.00    0.00      13/13          std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >* std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [1722]
                0.00    0.00      13/115         std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > const*) [796]
-----------------------------------------------
                0.00    0.00       1/1           Player::loadOverlay(std::string const&) [94]
[125]    0.0    0.00    0.00       1         LinearMeter::LinearMeter(LinearMeterData const&) [125]
                0.00    0.00       1/96          QuadComponent::QuadComponent(QuadComponentData const&) [40]
-----------------------------------------------
                0.00    0.00       7/7           BlueprintLoader::storeModule(std::string const&) [117]
[126]    0.0    0.00    0.00       7         std::map<std::string, std::tr1::shared_ptr<ModuleData const>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > >::operator[](std::string&&) [126]
                0.00    0.00       7/7           std::map<std::string, std::tr1::shared_ptr<ModuleData const>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > >::lower_bound(std::string const&) [146]
                0.00    0.00       7/7           std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string&&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > >, std::piecewise_construct_t const&, std::tuple<std::string&&>&&, std::tuple<>&&) [149]
                0.00    0.00       3/256849      std::less<std::string>::operator()(std::string const&, std::string const&) const [9]
                0.00    0.00      10/10          std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > >::operator*() const [1822]
                0.00    0.00       7/7           std::map<std::string, std::tr1::shared_ptr<ModuleData const>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > >::end() [2035]
                0.00    0.00       7/8           std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > >::operator==(std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > const&) const [1902]
                0.00    0.00       7/24          std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [1386]
                0.00    0.00       7/10          std::tuple<std::string&&> std::forward_as_tuple<std::string>(std::string&&) [1848]
                0.00    0.00       7/7           std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > const&) [2034]
                0.00    0.00       3/3           std::map<std::string, std::tr1::shared_ptr<ModuleData const>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<ModuleData const> > > >::key_comp() const [2442]
-----------------------------------------------
                0.00    0.00      13/13          std::map<std::string, std::tr1::shared_ptr<AnimSet>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::operator[](std::string const&) [87]
[127]    0.0    0.00    0.00      13         std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [127]
                0.00    0.00      13/13          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::string const&) [141]
                0.00    0.00      13/13          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >*) [154]
                0.00    0.00      13/1055        std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [401]
                0.00    0.00      13/615         std::tuple<std::string const&>&& std::forward<std::tuple<std::string const&> >(std::remove_reference<std::tuple<std::string const&> >::type&) [468]
                0.00    0.00      13/1055        std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [400]
                0.00    0.00      13/13          std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >* std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [1720]
                0.00    0.00      13/421         std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<AnimSet> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > >::_S_key(std::_Rb_tree_node<std::pair<std::string const, std::tr1::shared_ptr<AnimSet> > > const*) [516]
-----------------------------------------------
                0.00    0.00   10060/10060       Turret::postPhysUpdate() [29]
[128]    0.0    0.00    0.00   10060         Weapon::postPhysUpdate(b2Vec2 const&, b2Vec2 const&, float, b2Body*) [128]
                0.00    0.00       2/2           LaserWeapon::postShot(b2Vec2 const&, b2Vec2 const&, float) [129]
                0.00    0.00       1/4           SoundManager::playSound(SoundData const&) [164]
                0.00    0.00   10060/63437       GraphicsComponent::setRotation(float) [241]
                0.00    0.00   10060/63440       GraphicsComponent::setPosition(b2Vec2 const&) [240]
                0.00    0.00       1/4           Game::getSound() [2234]
-----------------------------------------------
                0.00    0.00       2/2           Weapon::postPhysUpdate(b2Vec2 const&, b2Vec2 const&, float, b2Body*) [128]
[129]    0.0    0.00    0.00       2         LaserWeapon::postShot(b2Vec2 const&, b2Vec2 const&, float) [129]
                0.00    0.00       2/2           Beam::activate(float, int, sf::Color const&) [130]
                0.00    0.00       2/2           RayCastCallback::getLatest() const [2533]
                0.00    0.00       2/2           RayCastCallback::reset() [2511]
                0.00    0.00       2/1847        b2Vec2::b2Vec2() [379]
                0.00    0.00       2/2           Beam::setStart(b2Vec2 const&) [2514]
                0.00    0.00       2/2           Beam::setEnd(b2Vec2 const&) [2513]
                0.00    0.00       1/1           Weapon::damage(b2Fixture*, int) [2675]
                0.00    0.00       1/3           float leon::Dist<b2Vec2>(b2Vec2 const&, b2Vec2 const&) [2429]
                0.00    0.00       1/229273      b2Vec2::b2Vec2(float, float) [194]
-----------------------------------------------
                0.00    0.00       2/2           LaserWeapon::postShot(b2Vec2 const&, b2Vec2 const&, float) [129]
[130]    0.0    0.00    0.00       2         Beam::activate(float, int, sf::Color const&) [130]
                0.00    0.00       6/19539       GraphicsComponent::setColor(sf::Color) [21]
                0.00    0.00       8/752496      std::vector<sf::Vector2<float>, std::allocator<sf::Vector2<float> > >::operator[](unsigned int) [186]
                0.00    0.00       8/937796      sf::Vector2<float>::Vector2(float, float) [185]
                0.00    0.00       6/63440       GraphicsComponent::setPosition(b2Vec2 const&) [240]
                0.00    0.00       6/63437       GraphicsComponent::setRotation(float) [241]
                0.00    0.00       2/1847        b2Vec2::b2Vec2() [379]
                0.00    0.00       2/2           std::atan2(float, float) [2640]
                0.00    0.00       2/32          Timer::setCountDown(float) [1235]
                0.00    0.00       2/25          Timer::restartCountDown() [1299]
-----------------------------------------------
                0.00    0.00      16/16          std::_Rb_tree_iterator<std::pair<std::string const, int> > std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [123]
[131]    0.0    0.00    0.00      16         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, int> >, std::string const&) [131]
                0.00    0.00      25/256849      std::less<std::string>::operator()(std::string const&, std::string const&) const [9]
                0.00    0.00      25/55          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_key(std::_Rb_tree_node_base const*) [1117]
                0.00    0.00      16/16          std::_Rb_tree_const_iterator<std::pair<std::string const, int> >::_M_const_cast() const [1521]
                0.00    0.00      16/125         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_end() [758]
                0.00    0.00      13/13          std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_leftmost() [1723]
                0.00    0.00      10/10          std::_Rb_tree_iterator<std::pair<std::string const, int> >::operator--() [1835]
                0.00    0.00      10/174         std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_S_right(std::_Rb_tree_node_base*) [658]
                0.00    0.00       9/129         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [748]
                0.00    0.00       8/8           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_rightmost() [1973]
                0.00    0.00       6/47          std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&) [1166]
                0.00    0.00       5/5           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::size() const [2206]
                0.00    0.00       1/1           std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_get_insert_unique_pos(std::string const&) [2850]
-----------------------------------------------
                0.00    0.00       2/2           BlueprintLoader::storeRoster(std::string const&) [105]
[132]    0.0    0.00    0.00       2         BlueprintLoader::storeChunk(std::string const&) [132]
                0.00    0.00       2/7           BlueprintLoader::loadChunk(Json::Value const&) [104]
                0.00    0.00       2/2           std::map<std::string, std::tr1::shared_ptr<ChunkData const>, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<ChunkData const> > > >::operator[](std::string&&) [163]
                0.00    0.00       2/2           std::tr1::shared_ptr<ChunkData const>::operator=(std::tr1::shared_ptr<ChunkData const>&&) [2578]
                0.00    0.00       2/13          std::tr1::shared_ptr<ChunkData const>::~shared_ptr() [1686]
-----------------------------------------------
                0.00    0.00      13/13          std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::string const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::piecewise_construct_t const&, std::tuple<std::string const&>&&, std::tuple<>&&) [124]
[133]    0.0    0.00    0.00      13         std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::string const&) [133]
                0.00    0.00      20/256849      std::less<std::string>::operator()(std::string const&, std::string const&) const [9]
                0.00    0.00      20/42          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_key(std::_Rb_tree_node_base const*) [1174]
                0.00    0.00      16/16          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_leftmost() [1569]
                0.00    0.00      13/13          std::_Rb_tree_const_iterator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >::_M_const_cast() const [1666]
                0.00    0.00      13/51          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_end() [1132]
                0.00    0.00      10/129         std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base* const&, std::_Rb_tree_node_base*&) [748]
                0.00    0.00       7/7           std::_Rb_tree_iterator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >::operator--() [2033]
                0.00    0.00       7/54          std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_S_right(std::_Rb_tree_node_base*) [1128]
                0.00    0.00       6/6           std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::_M_rightmost() [2174]
                0.00    0.00       3/3           std::_Rb_tree<std::string, std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> >, std::_Select1st<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > >, std::less<std::string>, std::allocator<std::pair<std::string const, std::tr1::shared_ptr<sf::Texture> > > >::size() const [2447]
                0.00    0.00       3/47          std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&, void>(std::_Rb_tree_node_base*&, std::_Rb_tree_node_base*&) [1166]
-----------------------------------------------
                                                 <spontaneous>
[134]    0.0    0.00    0.00                 _fu344___ZNSt12placeholders2_1E [134]
                0.00    0.00       4/69          IOManager::give(IOComponent*) [65]
                0.00    0.00       4/4           std::_Bind_helper<std::__or_<std::is_integral<std::decay<void (Controller::*&)(std::string, sf::Packet)>::type>, std::is_enum<std::decay<void (Controller::*&)(std::string, sf::Packet)>::type> >::value, void (Controller::*&)(std::string, sf::Packet)<Controller* const&, std::_Placeholder<1> const&, std::_Placeholder<2> const&> >::type std::bind<void (Controller::*&)(std::string, sf::Packet), Controller* const&, std::_Placeholder<1> const&, std::_Placeholder<2> const&>(void (Controller::*&)(std::string, sf::Packet), Controller* const&, std::_Placeholder<1> const&, std::_Placeholder<2> const&) [2406]
                0.00    0.00       4/4           std::enable_if<std::__and_<std::__not_<std::is_same<std::decay<std::_Bind<std::_Mem_fn<void (Controller::*)(std::string, sf::Packet)> (Controller*, std::_Placeholder<1>, std::_Placeholder<2>)> >::type, std::function<void (std::string, sf::Packet)> > >, std::__or_<std::is_void<void>, std::is_convertible<decltype ((__callable_functor((declval<std::decay<std::_Bind<std::_Mem_fn<void (Controller::*)(std::string, sf::Packet)> (Controller*, std::_Placeholder<1>, std::_Placeholder<2>)> >::type&>)()))((declval<std::string>)(), (declval<sf::Packet>)())), void> > >::value, std::function<void (std::string, sf::Packet)>&>::type std::function<void (std::string, sf::Packet)>::operator=<std::_Bind<std::_Mem_fn<void (Controller::*)(std::string, sf::Packet)> (Controller*, std::_Placeholder<1>, std::_Placeholder<2>)> >(std::_Bind<std::_Mem_fn<void (Controller::*)(std::string, sf::Packet)> (Controller*, std::_Placeholder<1>, std::_Placeholder<2>)>&&) [2375]
                0.00    0.00       4/69          Eventer::add(std::vector<Courier, std::allocator<Courier> > const&) [977]
-----------------------------------------------
                0.00    0.00      10/10          BlueprintLoader::loadModule(Json::Value const&) [122]
[135]    0.0    0.00    0.00      10         BlueprintLoader::inheritShipModule(Json::Value const&, ShipModuleData*) [135]
                0.00    0.00       5/23          BlueprintLoader::getModuleSPtr(std::string const&) const [91]
                0.00    0.00      10/14          BlueprintLoader::loadQuad(Json::Value const&, QuadComponentData const&) [1642]
                0.00    0.00      10/14          QuadComponentData::operator=(QuadComponentData&&) [1643]
                0.00    0.00      10/87          QuadComponentData::~QuadComponentData() [932]
                0.00    0.00       5/9           std::tr1::__shared_ptr<ModuleData const, (__gnu_cxx::_Lock_policy)2>::get() const [1865]
                0.00    0.00       5/7           ShipModuleData::operator=(ShipModuleData const&) [2004]
                0.00    0.00       5/507         std::tr1::shared_ptr<ModuleData const>::~shared_ptr() <cycle 1> [583]
